symbol,subject,file,details,datetime
BANKBARODA,General Updates,https://nsearchives.nseindia.com/corporate/BANKBARODA_29052026182051_SEBRSR.pdf,Bank Of Baroda has informed the Exchange about Business Responsibility and Sustainability Report (BRSR) 2025-26,2026-05-29 18:20:58+05:30
CUMMINSIND,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/CUMMINSIND_29052026182237_SEintimation_FRNewspaperAd.pdf,Cummins India Limited has informed the Exchange about Copy of Newspaper Publication regarding audited financial results of the Company for FY 2025-26.,2026-05-29 18:22:56+05:30
CUMMINSIND,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CUMMINSIND_29052026183316_SEIntimationAnalystCallRecordingfinal.pdf,Cummins India Limited has informed the Exchange about Link of Recording,2026-05-29 18:33:35+05:30
TMCV,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_29052026184238_NSEBSELetterReg30AnalystMeet_.pdf,Tata Motors Limited has informed the Exchange about Schedule of meet,2026-05-29 18:43:16+05:30
TATASTEEL,Credit Rating,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_29052026184713_BSENSE_Combined.pdf,Tata Steel Limited has informed the Exchange about Credit Rating,2026-05-29 18:56:39+05:30
ADANIENSOL,General Updates,https://nsearchives.nseindia.com/corporate/ADANITRANS_29052026185351_AESL_-_Pre-AGM.pdf,Adani Energy Solutions Limited has informed the Exchange about Newspaper Advertisement,2026-05-29 18:54:39+05:30
POWERGRID,Acquisition,https://nsearchives.nseindia.com/corporate/POWERGRID1_29052026184946_BSENSE.pdf,Power Grid Corporation of India Limited has informed the Exchange about Acquisition of Tumkur II RE Transmission Limited by POWERGRID under TBCB route.,2026-05-29 18:53:09+05:30
SBILIFE,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBILIFE_29052026185716_IM29052026_signed.pdf,SBI Life Insurance Company Limited has informed the Exchange about Schedule of meet,2026-05-29 18:57:39+05:30
SBILIFE,Appointment,https://nsearchives.nseindia.com/corporate/SBILIFE_29052026192254_KMP29052026_signed.pdf,"SBI Life Insurance Company Limited has informed the Exchange regarding Appointment of Mr Ramesh Venkateshamurthy as Deputy Chief Executive Officer of the company w.e.f. May 29, 2026.",2026-05-29 19:23:05+05:30
TITAN,Credit Rating,https://nsearchives.nseindia.com/corporate/TITAN_29052026200308_SEcreditratingintimation29052026.pdf,Titan Company Limited has informed the Exchange about Credit Rating,2026-05-29 20:03:27+05:30
SUNPHARMA,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SUNSEC_29052026195722_SEintimationTranscript.pdf,Sun Pharmaceutical Industries Limited has informed the Exchange about Transcript,2026-05-29 19:59:33+05:30
INFY,Shareholders meeting,https://nsearchives.nseindia.com/corporate/Infosys_29052026201312_Infosys_Integrated_Annual_Report_2025-26.pdf,"Infosys Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 23, 2026",2026-05-29 20:14:30+05:30
MOTHERSON,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/MOTHERSON_29052026201741_Disclosure_Newspaper_Advertisement.pdf,Samvardhana Motherson International Limited has informed the Exchange about Copy of Newspaper Publication.,2026-05-29 20:18:15+05:30
RELIANCE,Credit Rating,https://nsearchives.nseindia.com/corporate/kavinavora_29052026202334_RIL_SEIntimation_CR_signed.pdf,Reliance Industries Limited has informed the Exchange about Credit Rating,2026-05-29 20:24:56+05:30
INFY,General Updates,https://nsearchives.nseindia.com/corporate/Infosys_29052026202126_Infosys_Integrated_Annual_Report_2025-26.pdf,Infosys Limited has informed the Exchange about The Business Responsibility and Sustainability Report of the Company for the financial year 2025-26,2026-05-29 20:21:49+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_29052026201908_Stock_Exchange_letter_Final_signed.pdf,Tata Consultancy Services Limited has informed the Exchange regarding 'Credit Rating'.,2026-05-29 20:19:23+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_29052026203549_SE_filing_Investor_conference_29052026.pdf,Infosys Limited has informed the Exchange regarding ' Investor Conference'.,2026-05-29 20:36:12+05:30
HINDALCO,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/HINDALCOIND_29052026204917_Investor_Meet_Intimation_signed.pdf,Hindalco Industries Limited has informed the Exchange about Schedule of meets,2026-05-29 20:49:47+05:30
JSWSTEEL,General Updates,https://nsearchives.nseindia.com/corporate/jessydenny_29052026210245_letter_to_Equity.pdf,Intimation of notice sent to equity shareholders for transfer of Equity Sharesand Unpaid/Unclaimed Dividend to the Investor Education and ProtectionFund (IEPF),2026-05-29 21:02:56+05:30
ASIANPAINT,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/ASIANPAINT_29052026205912_IntimationAudio_Recording_Q4FY26_signed.pdf,Asian Paints Limited has informed the Exchange about Link of Recording,2026-05-29 20:59:19+05:30
ZYDUSLIFE,Buyback,https://nsearchives.nseindia.com/corporate/Cadilahc_31052026202317_LetterofOffertoSE31052026.pdf,Zydus Lifesciences Limited has informed the Exchange about Buyback,2026-05-31 20:25:23+05:30
JINDALSTEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/JINDALSTEL_31052026225701_stx.pdf,JINDAL STEEL LIMITED has informed the Exchange about Schedule of meet,2026-05-31 22:57:46+05:30
SIEMENS,General Updates,https://nsearchives.nseindia.com/corporate/SIEMENS_01062026085411_LEMON.pdf,Siemens Limited has informed the Exchange about General Updates,2026-06-01 08:54:22+05:30
BAJAJ-AUTO,Press Release,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_01062026085225_Sales_Report_May_2026.pdf,"Bajaj Auto Limited has informed the Exchange regarding a press release dated Jun 01, 2026, titled ""Sales for the month of May 2026"".",2026-06-01 08:54:37+05:30
HYUNDAI,Press Release,https://nsearchives.nseindia.com/corporate/HMILNSE_01062026085505_SalesnumberMay.pdf,"Hyundai Motor India Limited has informed the Exchange regarding a press release dated Jun 01, 2026, titled ""Hyundai Motor India Limited Achieves Monthly Domestic Sales of 47,837 units in May 2026 registering 9.1% YoY growth"".",2026-06-01 08:55:17+05:30
M&M,Monthly Business Updates,https://nsearchives.nseindia.com/corporate/ferozebaria_01062026093752_SEIntimationJune2026PR.pdf,Mahindra & Mahindra Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2026,2026-06-01 09:38:08+05:30
BPCL,Change in Management,https://nsearchives.nseindia.com/corporate/BPCL22_01062026100743_1stexchChangeinseniormgmt0162026s.pdf,Bharat Petroleum Corporation Limited has informed the Exchange about change in Management,2026-06-01 10:07:51+05:30
BEL,Change in Management,https://nsearchives.nseindia.com/corporate/BEL_01062026104138_Letter_SM_signed.pdf,Bharat Electronics Limited has informed the Exchange about change in Senior Management,2026-06-01 10:42:26+05:30
HYUNDAI,Updates,https://nsearchives.nseindia.com/corporate/HMILNSE_01062026104930_LODRDisclsoure.pdf,"Disclosure under SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (""Listing Regulations"") - Fire Incident at Supplier i.e. Mobis India Limited",2026-06-01 10:50:23+05:30
TRENT,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/TRENT_01062026105504_Reg_30_-_Newspaper_Advertisement_-_AGM_Notice_P-Dispatch.pdf,Trent Limited has informed the Exchange about Copy of Newspaper Advertisement relating to the Seventy-Fourth Annual General Meeting and E-voting.,2026-06-01 10:59:06+05:30
IOC,Updates,https://nsearchives.nseindia.com/corporate/IOC_01062026111128_2026_06_01_Reg_30_Change_in_Senior_management_S.pdf,Indian Oil Corporation Limited has informed the Exchange regarding 'Change in Senior Management Personnel'.,2026-06-01 11:11:41+05:30
COALINDIA,Cessation,https://nsearchives.nseindia.com/corporate/COALINDIA_01062026112549_CISM__G_Banerjee__010626.pdf,"Coal India Limited has informed the Exchange regarding Cessation of Mr Goutam Banerjee as Executive Director (HR) of the company w.e.f. Jun 01, 2026.",2026-06-01 11:26:06+05:30
ONGC,General Updates,https://nsearchives.nseindia.com/corporate/ONGC_01062026112148_Seniormanagement01062026SD.pdf,Oil & Natural Gas Corporation Limited has informed the Exchange about Change in Senior  Management w.e.f. 01.06.2026,2026-06-01 11:23:39+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_01062026113942_Provisional_Production_May_2026.pdf,Coal India Limited has informed the Exchange about Provisional Production and Off-take Performance of CIL and Subsidiary Companies for the month of May 26 and Progressive May 26.,2026-06-01 11:39:50+05:30
MARUTI,Press Release,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_01062026113619_STxIntimation_Sales_May_2026.pdf,"Maruti Suzuki India Limited has informed the Exchange regarding a press release dated Jun 01, 2026, titled ""Maruti Suzuki sales in May 2026"".",2026-06-01 11:37:08+05:30
TVSMOTOR,Monthly Business Updates,https://nsearchives.nseindia.com/corporate/TVSMOTOR_01062026115310_NSEBSESalesMay2026_sd.pdf,TVS Motor Company Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2026,2026-06-01 11:56:05+05:30
PFC,Change in Management,https://nsearchives.nseindia.com/corporate/PFC2023_01062026120243_signed-Intimation_GJ.pdf,Power Finance Corporation Limited has informed the Exchange about change in Senior Management,2026-06-01 12:03:03+05:30
EICHERMOT,Monthly Business Updates,https://nsearchives.nseindia.com/corporate/Navneetnse_01062026123044_VECVMay26salesUpdate1stJune26UpdatedSigned.pdf,"Eicher Motors Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2026 of VE Commercial Vehicles Limited, an unlisted material subsidiary of Eicher Motors Limited.",2026-06-01 12:31:12+05:30
ADANIGREEN,Updates,https://nsearchives.nseindia.com/corporate/ADANIGREEN_01062026131413_Letters.pdf,Adani Green Energy Limited has informed the Exchange regarding 'Operationalisation of Project'.,2026-06-01 13:15:07+05:30
TMCV,Press Release,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_01062026134603_NSEBSE.pdf,"Tata Motors Limited has informed the Exchange regarding a press release dated Jun 01, 2026, titled ""Press Release   Tata Motors Limited (formerly TML Commercial Vehicles Limited) Monthly Sales - May 2026"".",2026-06-01 13:46:14+05:30
TMPV,Press Release,https://nsearchives.nseindia.com/corporate/TATAMOTORSSJS_01062026142321_PVSALESRELEASE.pdf,"Tata Motors Passenger Vehicles Limited has informed the Exchange regarding a press release dated Jun 01, 2026, titled ""Tata Motors Passenger Vehicles Limited (formerly Tata Motors Limited) Monthly Sales - May 2026"".",2026-06-01 14:23:36+05:30
EICHERMOT,Monthly Business Updates,https://nsearchives.nseindia.com/corporate/EICHERMOT_01062026142253_EMLMonthlyBusinessUpdate1stJune2026Signed.pdf,Eicher Motors Limited has informed the Exchange regarding Monthly Business Updates for the month of May 2026,2026-06-01 14:22:59+05:30
AXISBANK,Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_01062026144315_SE_Intimation-_UpdateF_1_signed.pdf,Axis Bank Limited has informed the Exchange regarding 'General Update'.,2026-06-01 14:54:33+05:30
TMPV,Press Release (Revised),https://nsearchives.nseindia.com/corporate/TATAMOTORSSJS_01062026152002_NSEBSEREVISED.pdf,"Tata Motors Passenger Vehicles Limited has informed the Exchange regarding a revised press release dated Jun 01, 2026, titled ""Tata Motors Passenger Vehicles Limited (formerly Tata Motors Limited) Monthly Sales - May 2026"".",2026-06-01 15:20:12+05:30
ULTRACEMCO,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/ULTRACEMCO_01062026154230_SEIntimation01062026.pdf,UltraTech Cement Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-01 15:42:45+05:30
DRREDDY,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/DRREDDY_01062026153825_SEIntimation_Investormeet_01062026_signed.pdf,Dr. Reddy's Laboratories Limited has informed the Exchange about,2026-06-01 15:38:34+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_01062026155324_Analyst_Meet_05062026.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-01 15:54:47+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_01062026155415_Analyst_Meet_05062026.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-01 15:54:47+05:30
JSWSTEEL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/jessydenny_01062026155716_SEintimation_SpecialWindow.pdf,JSW Steel Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-01 15:57:59+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_01062026155643_Analyst_Meet_08062026.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-01 15:57:34+05:30
SHRIRAMFIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Mathew_01062026155718_Analyst_Meet_08062026.pdf,Shriram Finance Limited has informed the Exchange about Schedule of meet,2026-06-01 15:57:34+05:30
JSWSTEEL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/jessydenny_01062026160737_SEIntimation_Saksham_Niveshak.pdf,JSW Steel Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-01 16:07:52+05:30
JSWSTEEL,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/jessydenny_01062026160204_SEIntimation_IEPF.pdf,JSW Steel Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-01 16:02:43+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_01062026162259_organized.pdf,Coal India Limited has informed the Exchange about Single Window Mode Agnostic (SWMA) E-auction Data of CIL and Subsidiary Companies for the month of May 26 and for the FY 2026-27 (Apr-May 2026).,2026-06-01 16:23:27+05:30
TMCV,General Updates,https://nsearchives.nseindia.com/corporate/TMLCOMMERCIAL_01062026162616_NSEBSEF.pdf,"Tata Motors Limited has informed the Exchange about disclosure under Regulation 30(5) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.",2026-06-01 16:26:27+05:30
WIPRO,Acquisition,https://nsearchives.nseindia.com/corporate/Wipro_Secretarial_01062026164833_Reg30SEIntimation01062026.pdf,"Wipro Limited has informed the Exchange to please refer the letter dated February 15, 2024, wherein it was informed that Wipro Limited and Wipro IT Services, LLC (step-down subsidiary) had acquired 60% stake in Aggne Global IT Services Private Limited and Aggne Global Inc., respectively and that the said transaction was completed on February 14, 2024.In continuation to the aforesaid letter, it is hereby informed that Wipro IT Services, LLC (step-down subsidiary) will acquire an additional 20% stake in Aggne Global Inc. The said transaction is expected to be completed by June 5, 2026.",2026-06-01 16:50:09+05:30
PIDILITIND,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/Nisha_01062026165507_SEintimationanalystmeet1June2026signed.pdf,Pidilite Industries Limited has informed the Exchange about Schedule of meet,2026-06-01 16:56:32+05:30
ADANIPORTS,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/rkbhagia_01062026170357_SEINTIMATION.pdf,Adani Ports and Special Economic Zone Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-01 17:04:10+05:30
ZYDUSLIFE,Buyback,https://nsearchives.nseindia.com/corporate/Cadilahc_01062026171046_LetterofOffertoSE_Revised.pdf,Zydus Lifesciences Limited has informed the Exchange about Buyback,2026-06-01 17:14:25+05:30
ZYDUSLIFE,Buyback,https://nsearchives.nseindia.com/corporate/Cadilahc_01062026171539_LetterofOffertoSE_Revised.pdf,Zydus Lifesciences Limited has informed the Exchange about Buyback,2026-06-01 17:17:06+05:30
BOSCHLTD,General Updates,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_01062026171937_Letter2SE01062026.pdf,"Bosch Limited has informed the Exchange about the list of KMPs for the purpose of determining materiality of events as per Regulation 30(5) of SEBI (LODR) Regulations, 2015",2026-06-01 17:19:58+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_01062026173200_PIT.pdf,"Sub: Disclosure of pursuant to 7 (2) (b) of the SEBI (Prohibition of Insider Trading)Regulation , 2015",2026-06-01 17:32:09+05:30
MOTHERSON,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MOTHERSON_01062026173213_Investor_meet.pdf,Samvardhana Motherson International Limited has informed the Exchange about Schedule of meet,2026-06-01 17:35:11+05:30
MOTHERSON,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MOTHERSON_01062026173239_Investor_meet.pdf,Samvardhana Motherson International Limited has informed the Exchange about Schedule of meet on 19th June 2026.,2026-06-01 17:35:11+05:30
MOTHERSON,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MOTHERSON_01062026173231_Investor_meet.pdf,Samvardhana Motherson International Limited has informed the Exchange about Schedule of meet on 18th June 2026.,2026-06-01 17:35:11+05:30
MOTHERSON,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MOTHERSON_01062026173223_Investor_meet.pdf,Samvardhana Motherson International Limited has informed the Exchange about Schedule of meet,2026-06-01 17:35:11+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_01062026174456_Regulation_29.pdf,"Coal India Limited has informed about Intimation under Regulation 29(2) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011, as amended (""SEBI Takeover Regulations"").",2026-06-01 17:45:06+05:30
ULTRACEMCO,Trading Window,https://nsearchives.nseindia.com/corporate/ULTRACEMCO1_01062026180324_SE_Letter_-_BM_Notice.pdf,"UltraTech Cement Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",2026-06-01 18:04:29+05:30
MARUTI,General Updates,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_01062026180047_StxIntimation_Prod_May2026.pdf,Maruti Suzuki India Limited has informed the Exchange about Maruti Suzuki Production Volume: May 2026,2026-06-01 18:02:21+05:30
ICICIBANK,Change in Director(s),https://nsearchives.nseindia.com/corporate/ICICI2022_01062026180401_NSEBSE_01062026.pdf,ICICI Bank Limited has informed the Exchange regarding Change in Director(s) of the company.,2026-06-01 18:05:35+05:30
LTM,Shareholders meeting,https://nsearchives.nseindia.com/corporate/LTI_01062026182223_stockexchnageintimation_june12026.pdf,"LTM Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 01, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report.",2026-06-01 18:22:35+05:30
GRASIM,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/GRASIM_01062026184223_Seintimation.pdf,Intimation of schedule of Analyst(s) / Institutional Investor(s) Meeting,2026-06-01 18:43:14+05:30
INDIGO,General Updates,https://nsearchives.nseindia.com/corporate/Indigo1_01062026185754_StxLetterNoticeToShareholdersIEPFReminder01062026.pdf,InterGlobe Aviation Limited has informed the Exchange about General Updates - Submission of copy of notice for attention of the Equity Shareholders of the Company,2026-06-01 18:58:36+05:30
RELIANCE,Updates,https://nsearchives.nseindia.com/corporate/kavinavora_01062026185610_SE_01062026.pdf,"This is further to the disclosure dated May 26, 2026 made by the Company. We wish to inform you that the Company executives participated in the Institutional Investors' Meeting - BofA India Conference 2026 and no unpublished price sensitive information was shared/discussed in the said one-on-one meeting.",2026-06-01 18:57:27+05:30
SBIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBIN_01062026192008_BSE_NSE_Investor_Outcome01062026.pdf,State Bank Of India has informed the Exchange about interaction with Institutional investors arranged by BofA,2026-06-01 19:20:17+05:30
AMBUJACEM,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/AMBUJACEM_01062026193249_ACL_NewspaperIntimation_01062026.pdf,"Ambuja Cements Limited has informed the Exchange about Copy of Newspaper Publication for 43rd Annual General Meeting, Intimation of Record Date and E-Voting.",2026-06-01 19:33:07+05:30
ADANIENSOL,General Updates,https://nsearchives.nseindia.com/corporate/ADANITRANS_01062026193428_AESLINTIMATION.pdf,Adani Energy Solutions Limited has informed the Exchange about Incorporation of New Wholly Owned Subsidiaries,2026-06-01 19:34:34+05:30
TORNTPHARM,Updates,https://nsearchives.nseindia.com/corporate/TORNTPHARM_01062026194524_SEbrsrpdf.pdf,Torrent Pharmaceuticals Limited has informed the Exchange regarding 'BRSR 2025-26'.,2026-06-01 19:45:52+05:30
M&M,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AmitDodani_01062026194811_UpcomingAnalystMeet05062026.pdf,Mahindra & Mahindra Limited has informed the Exchange about Schedule of Investor meet,2026-06-01 19:49:12+05:30
INFY,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Infosys_01062026195814_SE_filing_adv_in_newspaper_01062026.pdf,Infosys Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-01 19:58:31+05:30
TATACONSUM,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/Sukhvinder_01062026202211_SE_ESOP_Intimation.pdf,TATA CONSUMER PRODUCTS LIMITED has informed the Exchange regarding Allotment of 73469  Shares.,2026-06-01 20:23:30+05:30
KOTAKBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/KOTAK_01062026202420_SEIntimationAnalystInvestorMeetJune04.pdf,Kotak Mahindra Bank Limited has informed the Exchange about Schedule of meet,2026-06-01 20:24:54+05:30
CANBK,Appointment,https://nsearchives.nseindia.com/corporate/CANBK_01062026205351_LettertoSE.pdf,"Canara Bank has informed the Exchange regarding Appointment of Mr Brajesh Kumar Singh as Managing Director & CEO of the company w.e.f. Jun 01, 2026.",2026-06-01 20:54:05+05:30
POWERGRID,Change in Management,https://nsearchives.nseindia.com/corporate/POWERGRID1_01062026210849_BSENSEReg30dt01062026.pdf,Power Grid Corporation of India Limited has informed the Exchange about change in Senior Management,2026-06-01 21:09:52+05:30
HDFCAMC,Shareholders meeting,https://nsearchives.nseindia.com/corporate/DEEPTI_01062026212047_NSEBSE_20.pdf,"HDFC Asset Management Company Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 24, 2026",2026-06-01 21:22:15+05:30
HDFCAMC,General Updates,https://nsearchives.nseindia.com/corporate/DEEPTI_01062026214127_NSEBSE_21_BRSR.pdf,HDFC Asset Management Company Limited has informed the Exchange about BRSR Report for the FY 2025-26,2026-06-01 21:42:14+05:30
TATASTEEL,Updates,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_01062026215252_Stk_Exch_Disclosure_Transfer_of_Shares_01062026.pdf,"Tata Steel Limited has informed the Exchange regarding 'Intimation in terms of SEBI Circular No. SEBI/HO/MIRSD/DOS3/CIR/P/2018/139 dated November 6, 2018 and SEBI Circular no. SEBI/HO/MIRSD/MIRSD-PoD/P/CIR/2025/97 dated July 2, 2025'.",2026-06-01 21:55:34+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_01062026215530_AnalystP01062026_signed.pdf,Axis Bank Limited has informed the Exchange about Presentation,2026-06-01 21:56:09+05:30
BPCL,General Updates,https://nsearchives.nseindia.com/corporate/BPCL22_01062026220959_stexchbprlbrazilpressrelease1626finals.pdf,Bharat Petroleum Corporation Limited has informed the Exchange about General Updates,2026-06-01 22:10:10+05:30
BAJAJ-AUTO,General Updates,https://nsearchives.nseindia.com/corporate/lkwalimbe_bajajauto_co_in_01062026223908_TDScommunication2026.pdf,Bajaj Auto Limited has informed the Exchange about Communication sent to Shareholders regarding Tax Deduction at Source (TDS) on Dividend.,2026-06-01 22:43:00+05:30
CIPLA,Shareholders meeting,https://nsearchives.nseindia.com/corporate/CIPLA_01062026232702_FinalCipla_AnnualReport_FY26_Signed.pdf,"Cipla Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 25, 2026",2026-06-01 23:27:41+05:30
CIPLA,Updates,https://nsearchives.nseindia.com/corporate/CIPLA_01062026233621_Cipla_BRSR_FY26_signed.pdf,Cipla Limited has informed the Exchange regarding BRSR for FY2025-26,2026-06-01 23:37:28+05:30
HINDUNILVR,Updates,https://nsearchives.nseindia.com/corporate/HINDUNILVR_02062026083926_SEIntimationPR02062026signed.pdf,Press Release,2026-06-02 08:40:57+05:30
HCLTECH,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_18052026130623_34.pdf,"Roshni Nadar Malhotra has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-02 09:51:30+05:30
TATAPOWER,Appointment,https://nsearchives.nseindia.com/corporate/VPTPCL_02062026095506_Stock_Exchange_Intimation_Appt.pdf,"Tata Power Company Limited has informed the Exchange regarding Appointment of Mr Deepak Kapoor as Non- Executive Independent Director of the company w.e.f. Jun 1, 2026.",2026-06-02 09:55:39+05:30
BOSCHLTD,Investor Presentation,https://nsearchives.nseindia.com/corporate/BOSCHLTD2025_02062026105015_Letter2SEdated02062026.pdf,Bosch Limited has informed the Exchange about Investor Presentation,2026-06-02 10:50:29+05:30
ICICIBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/ICICIBANK1_02062026110146_Lettertoexchange.pdf,ICICI Bank Limited has informed the Exchange regarding Allotment of 311170  Shares.,2026-06-02 11:02:05+05:30
ADANIPOWER,Investor Presentation,https://nsearchives.nseindia.com/corporate/ADANIPOWER_02062026111732_APLInvestorPresentation02062026.pdf,Adani Power Limited has informed the Exchange about Investor Presentation,2026-06-02 11:17:49+05:30
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/CGPOWER_02062026112500_Intimation_of_Analyst_call_05_06_2026.pdf,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,2026-06-02 11:26:56+05:30
CANBK,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_19052026121512_CB_0001.pdf,"Canara Bank has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) and 31 (5) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-02 12:19:38+05:30
SOLARINDS,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SOLARINDS_02062026122858_morgan_stanley__conference_2026sd1.pdf,Solar Industries India Limited has informed the Exchange about Intimation of participating in the India Investment Forum 2026.,2026-06-02 12:29:53+05:30
HINDALCO,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/HINDALCOIND_02062026124239_Reg30_IEPF_signed.pdf,Hindalco Industries Limited has informed the Exchange about Copy of Newspaper Publication,2026-06-02 12:42:47+05:30
VEDL,Disclosure under SEBI Takeover Regulations,https://nsearchives.nseindia.com/corporate/team_sandeshc_19052026125557_36.pdf,"Ankit Agarwal has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",2026-06-02 12:43:03+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_02062026125653_PR_02062026.pdf,Infosys Limited has informed the Exchange regarding 'Infosys and Handelsblatt Media Group Unveil AI-Powered Editorial Engine to Enhance Storytelling and Enrich Reader Experience'.,2026-06-02 12:57:29+05:30
